"id","fecha_hora_registro","nombre_del_que_registra","entidad","cargo","fecha_hora_evento","incertidumbre_fecha","latitud","longitud","incertidumbre_ubicacion","tipo_movimiento_masa","origen","municipio","corregimiento","vereda_barrio","sector","direccion","muertes","heridos","desaparecidos","otras_afectaciones","fuente","observaciones","validado"
96,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2017-06-23 06:00:00.000,Baja,"6.240396",-75.5165269999999,Baja,Complejo,,Medellín,Santa Elena,,,"kilometro 7+420, cerca de la Instituciín Educativa Media Luna",,,,,El Colombiano,https://www.elcolombiano.com/antioquia/movilidad/derrumbe-en-via-medellin-santa-elena-MD6775538,true
97,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2019-06-12 07:00:00.000,Baja,"6.049185",-75.6633609999999,Baja,,,Caldas,,Salinas,La Estacion,,,,,,El Colombiano,https://www.elcolombiano.com/antioquia/emergencia-en-la-vereda-salinas-de-caldas-obliga-evacuar-viviendas-KP10971038,true
98,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2019-11-14 12:00:00.000,Baja,"6.288871",-75.542241,Baja,Deslizamiento,,Medellín,Santo Domingo Savio No.1,Calle 100B con Carrera 31,,Calle 100B con Carrera 31,,,,"No quedaron viviendas afectadas, pero sí hubo cuatro casas y un local comercial evacuados temporalmente mientras se adelantaban las operaciones",Minuto 30,https://www.minuto30.com/fotos-y-video-emergencia-en-santo-domingo-savio-deslizamiento-de-tierra-en-que-al-parecer-hay-personas-atrapadas/920210/,true
99,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2020-12-25 02:00:00.000,Baja,"6.19373",-75.6046249999999,Baja,Deslizamiento,,Itaguí,El Ajizal,El Pesebre,,,,,,,Telemedellin,https://www.youtube.com/watch?v=fuRZCF1HW88,true
100,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-03-24 23:00:00.000,Baja,"6.20356",-75.6040349999999,Baja,Deslizamiento,,Medellín,Rodeo Alto,Urbanización Atavanza,,"calle 9A sur con carrera 82, ",,,,Alerta en la urbanización por posible aumento de la inestabilidad.,El Colombiano,,true
101,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-18 05:00:00.000,Baja,"6.218",-75.5639999999999,Baja,Deslizamiento,,Medellín,La Palmas,Las Palmas,,Avenida las palmas a la altura de Carulla,,,,,DRAGAN,,true
102,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-06-01 05:00:00.000,Baja,"6.253434",-75.534346,Baja,Deslizamiento,,Medellín,Santa Elena,Vereda Alto de Las Moras,El Faro,,,,,"10 viviendas con colapso parcial o total de la estructura.",DRAGAN,,true
103,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-06-26 00:00:00.000,Baja,"6.327731",-75.589518,Baja,Flujo,,Bello,Potrerito,Quebrada La Ortega,,,,,,"7 movimientos en masa",Telemedellin,,true
104,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-06-26 00:00:00.000,Baja,"6.325588",-75.596126,Baja,Flujo,,Bello,Potrerito,Quebrada La Ortega,,,,,,"7 movimientos en masa",Telemedellin,,true
105,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-06-26 00:00:00.000,Baja,"6.330665",-75.589238,Baja,Flujo,,Bello,Potrerito,Quebrada La Ortega,,,,,,"7 movimientos en masa",Telemedellin,,true
106,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-06-26 00:00:00.000,Baja,"6.329011",-75.595451,Baja,Flujo,,Bello,Potrerito,Quebrada La Ortega,,,,,,"7 movimientos en masa",Telemedellin,,true
107,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-10-11 00:00:00.000,Baja,"6.353383",-75.503049,Baja,Deslizamiento,,Copacabana,El Vivero,,,"Autopista,  kilómetro 8 + 500",,,,"En total, unos 10.00 metros cúbicos de tierra cayeron sobre la vía, taponóndola.",El Colombiano,,true
108,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-10-25 23:00:00.000,Baja,"6.267353",-75.531991,Baja,Flujo,,Medellín,Barrio Manrique,Sector La Honda,,,,,,"1 vivienda destruida",Telemedellin,,true
109,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-11-10 23:00:00.000,Baja,"6.271158",-75.599141,Baja,Deslizamiento,,Medellín,Barrio El Pesebre,,,Cr 86 con calle 57,,,,Unidades bomberiles atienden desde esta mañana un movimiento en masa en Cra. 83 con Cl. 57,DAGRD Medellín,,true
110,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-12-01 06:00:00.000,Baja,"6.279653",-75.621333,Baja,Deslizamiento,,Medellín,Barrio La Aurora,,,Calle 63 ae 117 F 45,,,,"Deslizamiento reportado en la Calle 63 ae 117 F 45, Bloque 8 apartamento 9804 derecho, Barrio la aurora etapa 1.",Guardianes Antioquia,,true
111,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-02-22 15:00:00.000,Baja,"6.265813",-75.534688,Baja,Deslizamiento,,Medellín,Barrio La Cruz,Sector La Honda,, Cl. 71 con Cra. 24AB,,,,"1 vivienda destruida",El Colombiano,,true
112,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-04-05 07:00:00.000,Media,"6.237579",-75.510812,Baja,,,Medellín,Santa Elena,vía a Santa Elena kilometro 11+200,,,,,,,El Colombiano,,true
113,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-05-07 15:00:00.000,Baja,"6.23065",-75.56758,Baja,,,Medellín,El Poblado,Iglesia San Anselmo,,,,,,Iglesia afectada,Telemedellin,,true
114,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-06-27 17:00:00.000,Baja,"6.261388",-75.555283,Baja,Deslizamiento,,Medellín,Manrique,Palos Verdes,,,,,,Afectación a establecimiento comercial y algunas casas,DAGRD Medellín,,true
115,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-07-13 15:00:00.000,Baja,"6.195763",-75.6567409999999,Baja,Flujo,,Medellín,San Antonio de Prado,La Verde,,,2,,,Murieron 2 personas represamiento de la quebrada Doña María,DAGRD Medellín,,true
116,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-08-05 21:00:00.000,Baja,"6.145044",-75.576537,Baja,Flujo,,Envigado,El Salado,,,,,,,Flujo afecto algunas viviendas y parte de la vía,Telemedellin,,true
117,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-08-06 09:00:00.000,Baja,"6.22745",-75.529669,Baja,Deslizamiento,,Medellín,Ocho de Marzo,Vía hacia Santa Elena,,,,,,Deslizamiento Bloqueó la vía y afecto algunas viviendas,El Colombiano,,true
118,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-09-07 21:00:00.000,Baja,"6.179093",-75.671125,Baja,Flujo,,Medellín,San Antonio de Prado,Q. La Manguala,,,,,,"45 viviendas sufrieron afectación debido al desbordamiento de quebradas",DAGRD Medellin,,true
119,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-09-07 21:00:00.000,Baja,"6.182384",-75.6631419999999,Baja,Deslizamiento,,Medellín,San Antonio de Prado,Q. La Chorrera,Paloblanco,,,,,"45 viviendas sufrieron afectación debido al desbordamiento de quebradas",DAGRD Medellin,,true
120,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-09-08 20:00:00.000,Baja,"6.153428",-75.660374,Baja,Deslizamiento,,La Estrella,Tierra Amarilla,Q. Tierra Amarilla,,,,,,viviendas sufrieron afectación debido al desbordamiento de la quebrada,SIATA,,true
121,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-09-08 20:00:00.000,Baja,"6.153292",-75.663229,Baja,Deslizamiento,,La Estrella,Tierra Amarilla,Q. Tierra Amarilla,,,,,,viviendas sufrieron afectación debido al desbordamiento de la quebrada,SIATA,,true
122,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-09-17 04:00:00.000,Baja,"6.178123",-75.630392,Baja,Flujo,,Itaguí,Villalia,,,,,,,varias viviendas afectadas por el lodo,Alcaldía Itagui,,true
123,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-09-21 17:00:00.000,Baja,"6.318974",-75.528842,Baja,Flujo,,Copacabana,Autopista Medellin Bogotá,Motel El Descanso del Amor,,,,,,,,,true
124,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-09-23 17:00:00.000,Baja,"6.318213",-75.529373,Baja,Deslizamiento,,Copacabana,Autopista Medellin Bogota,,,,,,,,,,true
125,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-09-05 00:00:00.000,Baja,"6.207845",-75.622413,Baja,Flujo,,Medellín,Altavista,,,,,,,,DAGRD (SIRE),,true
126,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-05-30 05:00:00.000,Baja,"6.3987",-75.51636,Baja,Flujo,,Copacabana,Zarzal,,,,,,,,SIATA,,true
127,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-05-30 05:00:00.000,Baja,"6.31614",-75.50675,Baja,Deslizamiento,,Copacabana,Chucho Gato,,,,,,,,SIATA,https://www.hsbnoticias.com/se-salvo-de-milagro-grave-deslizamiento-en-copacabana-antioquia/,true
128,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-05-28 09:00:00.000,Baja,"6.34877",-75.53275,Baja,Deslizamiento,,Bello,Navarra,,,,,,,,SIATA,https://www.h13n.com/12-viviendas-afectadas-deslizamiento-bello/189174/,true
129,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-05-28 01:00:00.000,Baja,"6.42251",-75.44893,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,https://www.semana.com/nacion/medellin/articulo/descomunal-vendaval-dejo-mas-de-20000-personas-afectadas-en-girardota-antioquia/202304/,true
130,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-05-28 01:00:00.000,Baja,"6.42138",-75.45109,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
131,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-05-28 01:00:00.000,Baja,"6.41853",-75.44017,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
132,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-05-29 01:00:00.000,Baja,"6.41823",-75.43963,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
133,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-05-30 01:00:00.000,Baja,"6.41299",-75.43764,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
134,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-05-31 01:00:00.000,Baja,"6.41153",-75.4357,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
135,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-06-01 01:00:00.000,Baja,"6.41153",-75.43519,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
136,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-06-02 01:00:00.000,Baja,"6.42061","75.46065",Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
137,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-06-03 01:00:00.000,Baja,"6.41762",-75.45542,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
138,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-06-04 01:00:00.000,Baja,"6.42134",-75.45872,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
139,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-06-05 01:00:00.000,Baja,"6.42067",-75.46059,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
140,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-06-06 01:00:00.000,Baja,"6.41689",-75.46948,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
141,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-06-07 01:00:00.000,Baja,"6.41638",-75.47123,Baja,Flujo,,Girardota,San Andrés,,,,,,,,SIATA,,true
142,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-09-16 15:00:00.000,Baja,"6.252408124",-75.630567262,Baja,Deslizamiento,,Medellín,Altavista,,,,,,,,,,true
143,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-11-15 06:00:00.000,Baja,"6.09026",-75.655115,Baja,Flujo,,Caldas,La Valeria,,,,,,,,SIATA,https://www.elcolombiano.com/antioquia/riesgo-de-avalancha-en-caldas-antioquia-PB23119978,true
144,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-11-15 06:00:00.000,Baja,"6.091019",-75.655996,Baja,Flujo,,Caldas,La Valeria,,,,,,,,SIATA,,true
145,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-11-15 06:00:00.000,Baja,"6.093406",-75.657458,Baja,Flujo,,Caldas,La Valeria,,,,,,,,SIATA,,true
146,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2023-11-15 05:00:00.000,Baja,"6.090761",-75.625723,Baja,Flujo,,Caldas,Andalucia,,,,,,,,SIATA,,true
147,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2024-05-09 14:00:00.000,Baja,"6.144733",-75.638184,Baja,Flujo,,La Estrella,Himalaya,,,,,,,,SIATA,https://www.elcolombiano.com/antioquia/emergencia-por-lluvias-en-la-estrella-deja-evacuados-LH24453668,true
148,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2024-05-09 12:00:00.000,Baja,"6.135043",-75.646801,Baja,Flujo,,La Estrella,Pueblo Viejo,,,,,,,,SIATA,,true
149,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2024-05-09 16:00:00.000,Baja,"6.04335",-75.66261,Baja,Deslizamiento,,Caldas,Peaje,,,,,,,,SIATA,https://x.com/DenunciasAntio2/status/1788694204102607194,true
150,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2024-05-02 06:00:00.000,Baja,"6.36321",-75.59663,Baja,Deslizamiento,,Bello,Represa La García,,,,,,,,SIATA,,true
151,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2022-10-28 00:00:00.000,Alta,"6.25864",-75.69591,Baja,Flujo,,Medellín,San Antonio de Prado,,,,,,,,SIATA,,true
152,2024-07-09 10:00:00.000,Oscar Sanchez,SIATA - AMVA,Analista,2024-05-29 09:00:00.000,Media,"6.04335",-75.66261,Baja,Deslizamiento,,Caldas,Peaje,,,,,,,,SIATA,https://twitter.com/DenunciasAntio2/status/1795868891245138401,true
203,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-01-01 00:00:00.000,Media,"6.278856478241315",-75.60772605856023,Media,Deslizamiento,Antrópico,Medellín,Comuna 7 Robledo,Fuente Clara,,Calle 63 # 96 A - 65 Interior 145,0,0,,,DAGRD,,true
204,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-01-06 00:00:00.000,Media,"6.267186799309379",-75.5987689681915,Media,Deslizamiento,Lluvia,Medellín,Comuna 12 La América,Calasanz Parte Alta,,Carrera 82 # 52 BB - 73 La dirección es de referencia,0,0,,,DAGRD,,true
205,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-01-07 00:00:00.000,Media,"6.20211828200001",-75.592348855,Media,Deslizamiento,Lluvia,Medellín,Comuna 15 Guayabal,La Colina,,Calle 9 Sur # 53 D - 117,0,0,,,DAGRD,,true
206,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2020-11-28 00:00:00.000,Media,"6.251143587208135",-75.63925551390494,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 70 Altavista,El Corazón El Morro,,Calle 34 B # 130 - 95,0,0,,,DAGRD,,true
207,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2019-08-09 00:00:00.000,Media,"6.2775368",-75.5982166,Media,Deslizamiento,Lluvia,Medellín,Comuna 7 Robledo,Robledo,,Carrera 85 # 65 A - 50,0,0,,,DAGRD,,true
208,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-03-20 00:00:00.000,Media,"6.24745612300001",-75.624614872,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,Las Independencias,,Calle 34 CC # 112 A - 77,0,0,,,DAGRD,,true
209,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-03-20 15:15:00.000,Baja,"6.25930887599998",-75.620415659,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,Antonio Nariño,,Calle 48 A # 103 BB - 57 Interior 101 de referencia,0,0,,,DAGRD,,true
210,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-03-20 00:00:00.000,Media,"6.248890174",-75.625084805,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,Las Independencias,,Carrera 112 F # 34 D - 55,0,0,,,DAGRD,,true
211,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-13 18:00:00.000,Baja,"6.270744",-75.598532,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,El Pesebre,,CR 83N54A 46 EL.PESEBRE MEDELLIN CENTRO-OCCIDENTAL SAN.JAVIER,0,0,,,DAGRD,,true
212,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-16 20:00:00.000,Baja,"6.25384337499997",-75.540654438,Media,Deslizamiento,Lluvia,Medellín,Comuna 8 Villa Hermosa,LLanaditas,,Calle 62 # 18 B - 75 Interior 125,0,1,,,DAGRD,,true
213,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-17 15:58:00.000,Baja,"6.253717757",-75.629275996,Media,Deslizamiento,Antrópico,Medellín,Comuna 13 San Javier,El Salado,,Calle 39 DA # 119 - 42 Interior 101,0,0,,,DAGRD,,true
214,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-17 21:00:00.000,Baja,"6.300775354",-75.585762618,Media,Deslizamiento,Lluvia,Medellín,Comuna 6 Doce de Octubre,Picachito,,Carrera 87 # 98 B - 39,0,0,,,DAGRD,,true
215,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-18 07:00:00.000,Baja,"6.243266141700931",-75.54529176509236,Media,Deslizamiento,Lluvia,Medellín,Comuna 8 Villa Hermosa,El Pinal,,Calle 56 # 24 AA - 35,0,0,,,DAGRD,,true
216,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-18 05:00:00.000,Baja,"6.2368298",-75.5343324,Media,Deslizamiento,Lluvia,Medellín,Comuna 8 Villa Hermosa,Villatina,,Carrera 8 A # 57 A - 41 Interior 329,0,0,,,DAGRD,,true
217,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-20 04:00:00.000,Baja,"6.270274",-75.542789,Media,Deslizamiento,Lluvia,Medellín,Comuna 3 Manrique,El Raizal,,Calle 79 A # 28 - 54 INT 103,0,0,,,DAGRD,,true
218,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-20 15:00:00.000,Baja,"6.235388542444747",-75.52759131268374,Media,Deslizamiento,Lluvia,Medellín,Comuna 8 Villa Hermosa,La Sierra,,Carrera 3 Este # 55 H - 74,0,0,,,DAGRD,,true
219,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-13 18:00:00.000,Baja,"6.300373215606546",-75.54907416354908,Media,Deslizamiento,Lluvia,Medellín,Comuna 2 Santa Cruz,La Francia,,Carrera 46 # 110 - 51 Interior 128,0,0,,,DAGRD,,true
220,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-23 14:00:00.000,Baja,"6.28294056300001",-75.543447807,Media,Deslizamiento,Lluvia,Medellín,Comuna 3 Manrique,San José La Cima No.1,,Calle 91 # 31 - 18,0,0,,,DAGRD,,true
221,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-27 00:00:00.000,Media,"6.216047447857264",-75.54485826479629,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 90 Santa Elena,Las Palmas,,Carrera 22 # 16 - 4 Lote 114,0,0,,,DAGRD,,true
222,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-03-25 00:00:00.000,Media,"6.247447029582352",-75.62472474449801,Media,Deslizamiento,Lluvia,Medellín,Comuna 13 San Javier,Las Independencias,,Calle 34 CC # 112 A - 85 /87,0,0,,,DAGRD,,true
223,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-05 00:00:00.000,Media,"6.17424627000003",-75.650667048,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 80 San Antonio de Prado,San Antonio de Prado,,Calle 54 sur y Calle 53 A Sur entre Carreras 70 y 75,0,0,,,DAGRD,,true
224,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-06 16:00:00.000,Baja,"6.30259859799997",-75.543306455,Media,Deslizamiento,Lluvia,Medellín,Comuna 1 Popular,Popular,,Carrera 42 B # 121 - 42 Interior 150 Piso 1,0,0,,,DAGRD,,true
225,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-07 17:00:00.000,Baja,"6.23299164100001",-75.52819496,Media,Deslizamiento,Lluvia,Medellín,Comuna 8 Villa Hermosa,La Sierra,,Carrera 3 Este # 53 D - 25,0,0,,,DAGRD,,true
226,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-06 00:00:00.000,Media,"6.181971677892005",-75.55136378678071,Media,Deslizamiento,Lluvia,Medellín,Corregimiento 90 Santa Elena,Las Palmas,,Carrera 10 # 16 A Sur - 150,0,0,,,DAGRD,,true
227,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-06 16:00:00.000,Baja,"6.23779441300002",-75.54413539,Media,Deslizamiento,Lluvia,Medellín,Comuna 8 Villa Hermosa,Villatina,,Calle 52 # 18 - 75,0,0,,,DAGRD,,true
228,2024-08-06 22:05:31.000,Oscar Sanchez,SIATA - AMVA,Analista,2021-05-06 15:00:00.000,Baja,"6.205922186448685",-75.5550593593029,Media,Deslizamiento,Lluvia,Medellín,Comuna 14 El Poblado,El Tesoro,,Calle 7 A # 22 - 74,0,0,,,DAGRD,,true
